filenumber,particle_id,mc_z,mc_r,pred_z,pred_r,action_z,action_r,reward
0,1.31E+17,69.80000305,3.129163265,,,0
0,1.31E+17,70.19999695,3.148088455,,,0
0,1.31E+17,70.25,3.150636673,82.19999695,3.723845243,82.19999695,3.723845243,-11.9637367
0,1.31E+17,81.80000305,3.668960571,95.75,4.373438358,95.75,4.373438358,-13.9677738
0,1.31E+17,82.19999695,3.68759656,96.19999695,4.397463799,96.19999695,4.397463799,-14.0179853
0,1.31E+17,82.25,3.69002223,109.8000031,5.128706455,109.8000031,5.128706455,-27.5875421
0,1.31E+17,95.80000305,4.292828083,130.25,6.225599766,130.25,6.225599766,-34.5041722
0,3.83E+17,-1.10534,3.194314003,,,0
0,3.83E+17,-1.16042995,3.425553083,,,0
0,3.83E+17,-2.05813003,7.182694435,-2.05813003,7.182694435,-2.05813003,7.182694435,0
0,3.83E+17,-3.10994005,11.5822897,-3.10994005,11.5822897,-3.10994005,11.5822897,0
0,3.83E+17,-4.45218992,17.24592781,-4.45218992,17.24592781,-4.45218992,17.24592781,0
0,3.83E+17,-6.5199995,26.08255005,-6.5199995,25.93362808,-6.5199995,25.93362808,-0.14892197
0,3.83E+17,-8.92000008,35.7232132,-8.92000008,35.85975647,-8.92000008,35.85975647,-0.13654327
0,3.83E+17,-12.2800007,49.63015747,-12.2800007,49.63015747,-12.2800007,49.63015747,0
0,3.83E+17,-12.3999996,50.24846649,-16.2199993,65.87664795,-16.2199993,65.87664795,-16.0882707
0,3.29E+17,-0.701563,3.202397823,,,0
0,3.29E+17,-0.72681099,3.36344862,,,0
0,3.29E+17,-1.34085,7.164521217,-1.32919002,7.284757137,-1.32919002,7.284757137,-0.12079997
0,3.29E+17,-1.37655997,7.386611938,-1.97844005,11.55004978,-1.97844005,11.55004978,-4.20671776
0,3.29E+17,-2.05925989,11.5637455,-2.91385984,17.13099861,-2.91385984,17.13099861,-5.63246379
0,3.29E+17,-3.00408983,17.27997208,-4.38000011,25.92352867,-4.38000011,25.92352867,-8.75238252
0,3.29E+17,-4.5,26.13190651,-4.5,26.52466393,-4.5,26.52466393,-0.39275742
0,3.29E+17,-6.27999973,35.78047562,-6.4000001,35.97841263,-6.4000001,35.97841263,-0.2314717
0,3.29E+17,-8.68000031,49.60894775,-9.28000069,49.5491333,-9.28000069,49.5491333,-0.60297448
0,5.72E+17,-6.72572994,3.267834902,,,0
0,5.72E+17,-14.7182999,7.181115627,,,0
0,5.72E+17,-23.7457008,11.56628704,-15.0830002,7.333535194,-15.0830002,7.333535194,-9.64150252
0,5.72E+17,-35.1881027,17.10284805,-25.2261009,11.5932827,-25.2261009,11.5932827,-11.3840586
0,5.72E+17,-35.5998001,17.30142021,-38.6166992,17.18971634,-38.6166992,17.18971634,-3.01896638
0,5.72E+17,-53.0400009,25.62282753,-60.5999985,26.2745018,-60.5999985,26.2745018,-7.58803284
0,5.72E+17,-54.3919983,26.27181053,-122.150002,51.60929108,-122.150002,51.60929108,-72.34041
0,5.72E+17,-75.2559967,35.95830917,-149.850006,63.16246796,-149.850006,63.16246796,-79.3998268
0,5.72E+17,-107.580002,50.35293198,-179.75,75.55644226,-179.75,75.55644226,-76.4442644
0,4.05E+17,-2.91061997,3.204783201,,,0
0,4.05E+17,-3.05685997,3.34869504,,,0
0,4.05E+17,-6.9340601,7.218948364,-7.01397991,7.240128517,-7.01397991,7.240128517,-0.08267875
0,4.05E+17,-11.2524004,11.61911678,-11.5633001,11.70387936,-11.5633001,11.70387936,-0.32224733
0,4.05E+17,-16.8337994,17.17324829,-25.8899994,25.75600624,-25.8899994,25.75600624,-12.4771188
0,4.05E+17,-26.039999,25.8658905,-36.2399979,35.88865662,-36.2399979,35.88865662,-3
0,7.30E+17,20.97729874,3.155611753,,,0
0,7.30E+17,21.28540039,3.205637455,,,0
0,7.30E+17,22.16990089,3.348612309,22.45940018,3.396456957,22.45940018,3.396456957,-0.29342622
0,7.30E+17,46.24269867,7.245530605,59.79999924,9.473207474,59.79999924,9.473207474,-13.7391027
0,7.30E+17,59.79999924,9.441803932,70.19999695,11.17617035,70.19999695,11.17617035,-10.5436227
0,7.30E+17,69.80000305,11.05825138,81.80000305,13.05672741,81.80000305,13.05672741,-12.1652746
0,7.30E+17,70.19999695,11.1232729,95.80000305,15.29114342,95.80000305,15.29114342,-25.9370672
0,7.30E+17,82.19999695,13.06018829,109.8000031,17.52369881,109.8000031,17.52369881,-27.9585991
0,7.30E+17,96.19999695,15.31990337,179.5500031,28.65191269,179.5500031,28.65191269,-84.4095136
0,6.62E+17,-59.7999992,3.08161211,,,0
0,6.62E+17,-60.25,3.102847576,,,0
0,6.62E+17,-69.75,3.603708267,-69.8000031,3.54863739,-69.8000031,3.54863739,-0.07438486
0,6.62E+17,-69.8000031,3.605288744,-70.25,3.568536282,-70.25,3.568536282,-0.45149529
0,6.62E+17,-70.25,3.629551649,-82.25,4.092914104,-82.25,4.092914104,-12.0089427
0,6.62E+17,-81.75,4.20871973,-95.75,4.693643093,-95.75,4.693643093,-14.0083957
0,6.62E+17,-81.8000031,4.210977554,-96.1999969,4.716946602,-96.1999969,4.716946602,-14.4088802
0,6.62E+17,-82.25,4.236917496,-110.199997,5.442173958,-110.199997,5.442173958,-27.9759713
0,6.62E+17,-95.8000031,4.933241844,-129.75,6.451296806,-129.75,6.451296806,-33.9839195
0,2.48E+17,-27.7028008,3.144842863,,,0
0,2.48E+17,-28.1422005,3.194390774,,,0
0,2.48E+17,-59.7999992,6.756346703,-60.2000008,6.802398682,-60.2000008,6.802398682,-0.40264377
0,2.48E+17,-60.2000008,6.802398682,-70.1999969,7.924286842,-70.1999969,7.924286842,-10.0627311
0,2.48E+17,-69.8000031,7.878395081,-81.8000031,9.221564293,-81.8000031,9.221564293,-12.074937
0,2.48E+17,-70.1999969,7.924286842,-95.8000031,10.78396416,-95.8000031,10.78396416,-25.7592327
0,2.48E+17,-81.8000031,9.221564293,-109.800003,12.34693241,-109.800003,12.34693241,-28.1738873
0,2.48E+17,-95.8000031,10.78396416,-110.199997,12.38940239,-110.199997,12.38940239,-14.4892117
0,2.48E+17,-96.1999969,10.82683659,-129.800003,14.54092693,-129.800003,14.54092693,-33.8046576
0,5.90E+17,-7.25046015,3.147814751,,,0
0,5.90E+17,-7.74645996,3.341281891,,,0
0,5.90E+17,-17.6420002,7.187042236,-17.6420002,7.187042236,-17.6420002,7.187042236,0
0,5.90E+17,-28.9906006,11.56215858,-29.2665977,11.71539593,-29.2665977,11.71539593,-0.31568357
0,5.90E+17,-43.7621002,17.21876144,-29.5769997,11.71949482,-29.5769997,11.71949482,-15.213777
0,5.90E+17,-66.9400024,26.07065773,-45.0589981,11.75821114,-45.0589981,11.75821114,-26.1462135
0,5.90E+17,-93.0719986,35.66386795,-59.7999992,11.88014984,-59.7999992,11.88014984,-40.8985475
0,5.90E+17,-94.8300018,36.28265762,-60.2000008,11.9603796,-60.2000008,11.9603796,-42.3179652
0,5.90E+17,-122.449997,45.80141068,-69.8000031,13.86855793,-69.8000031,13.86855793,-61.5770163
0,1.08E+17,59.75,5.911309719,,,0
0,1.08E+17,60.25,5.961956024,,,0
0,1.08E+17,69.75,6.908780575,70.25,6.971826077,70.25,6.971826077,-0.50395906
0,1.08E+17,70.25,6.958325863,82.19999695,8.167029381,82.19999695,8.167029381,-12.0109696
0,1.08E+17,81.75,8.098197937,96.19999695,9.551450729,96.19999695,9.551450729,-14.5228907
0,1.08E+17,95.75,9.481199265,109.8000031,10.89639091,109.8000031,10.89639091,-14.121096
0,1.08E+17,109.8000031,10.86878872,110.1999969,10.9366169,110.1999969,10.9366169,-0.40570405
0,1.08E+17,110.1999969,10.90616989,130.1999969,12.91496277,130.1999969,12.91496277,-20.1006281
0,1.08E+17,129.8000031,12.84093666,150.1999969,14.89417267,150.1999969,14.89417267,-20.5030615
0,1.31E+17,-59.75,5.311309338,,,0
0,1.31E+17,-60.25,5.349726677,,,0
0,1.31E+17,-69.75,6.094871044,-69.75,6.079255581,-69.75,6.079255581,-0.01561546
0,1.31E+17,-70.25,6.133973122,-81.75,7.003634453,-81.75,7.003634453,-11.5328362
0,1.31E+17,-81.75,7.032944679,-96.25,8.110837936,-96.25,8.110837936,-14.5400087
0,1.31E+17,-95.75,8.133383751,-110.25,9.179062843,-110.25,9.179062843,-14.5376561
0,1.31E+17,-109.75,9.230751038,-129.800003,10.72579002,-129.800003,10.72579002,-20.105665
0,1.31E+17,-130.199997,10.83350945,-130.199997,10.7570467,-130.199997,10.7570467,-0.07646275
0,1.31E+17,-130.199997,10.83350945,-149.800003,12.3669672,-149.800003,12.3669672,-19.6599016
0,3.33E+17,7.563990116,3.199883223,,,0
0,3.33E+17,16.29019928,7.158793449,,,0
0,3.33E+17,26.26539993,11.69242859,26.26539993,11.69242859,26.26539993,11.69242859,0
0,3.33E+17,38.43619919,17.2270565,38.43619919,17.2270565,38.43619919,17.2270565,0
0,3.33E+17,58.54799652,26.29114914,58.54799652,26.29114914,58.54799652,26.29114914,0
0,3.33E+17,81.45200348,36.428936,80.58000183,36.0888443,80.58000183,36.0888443,-0.93597502
0,3.33E+17,122.4499969,53.74088287,121.8499985,54.46382904,121.8499985,54.46382904,-0.93949419
0,3.33E+17,149.5500031,64.32680511,122.4499969,54.79506302,122.4499969,54.79506302,-28.7274161
0,3.33E+17,179.75,75.53331757,180.5500031,86.95914459,180.5500031,86.95914459,-11.4537997
0,6.49E+17,13.22290039,3.208020687,,,0
0,6.49E+17,29.03609848,7.117418766,,,0
0,6.49E+17,47.22640228,11.54593849,46.87879944,11.53116417,46.87879944,11.53116417,-0.34791668
0,6.49E+17,60.20000076,14.64279461,60.20000076,14.82436943,60.20000076,14.82436943,-0.18157482
0,6.49E+17,69.80000305,16.89194107,70.19999695,17.2518425,70.19999695,17.2518425,-0.53807449
0,6.49E+17,70.19999695,16.98633194,121.5500031,29.75897217,121.5500031,29.75897217,-52.914681
0,4.05E+17,-25.2813988,3.143939972,,,0
0,4.05E+17,-59.7999992,7.383077145,,,0
0,4.05E+17,-69.8000031,8.611737251,-69.8000031,8.611737251,-69.8000031,8.611737251,0
0,4.05E+17,-81.8000031,10.0853529,-81.8000031,10.0853529,-81.8000031,10.0853529,0
0,4.05E+17,-95.8000031,11.80307007,-95.8000031,11.80307007,-95.8000031,11.80307007,0
0,4.05E+17,-96.1999969,11.85141563,-96.1999969,11.85141563,-96.1999969,11.85141563,0
0,4.05E+17,-110.199997,13.56810284,-110.199997,13.56810284,-110.199997,13.56810284,0
0,4.05E+17,-130.199997,16.02263832,-130.199997,16.02263832,-130.199997,16.02263832,0
0,4.05E+17,-214.550003,26.35360146,-254.550003,31.27258873,-254.550003,31.27258873,-40.3013205
0,3.47E+17,5.266280174,3.229734898,,,0
0,3.47E+17,11.95540047,7.192507744,,,0
0,3.47E+17,19.65780067,11.71245861,19.54339981,11.68949413,19.54339981,11.68949413,-0.11668301
0,3.47E+17,29.05830002,17.17233086,28.60740089,17.17051888,28.60740089,17.17051888,-0.45090276
0,3.47E+17,44.22000122,25.90141869,43.77999878,26.3885498,43.77999878,26.3885498,-0.65642888
0,3.47E+17,45.27999878,26.50344467,59.45999908,36.06966019,59.45999908,36.06966019,-17.1051129
0,3.47E+17,62.34000397,36.15732574,82.30570221,49.85897064,82.30570221,49.85897064,-24.2149578
0,3.47E+17,87.45200348,49.98531342,83.6257019,50.53857422,83.6257019,50.53857422,-3.8660938
0,3.47E+17,121.8499985,67.72328949,121.8499985,69.2358551,121.8499985,69.2358551,-1.51256561
0,7.12E+17,60.20000076,8.487667084,,,0
0,7.12E+17,70.19999695,9.746554375,,,0
0,7.12E+17,81.80000305,11.20555305,81.80000305,11.20555305,81.80000305,11.20555305,0
0,7.12E+17,82.19999695,11.25508118,96.19999695,13.01628685,96.19999695,13.01628685,-14.1103453
0,7.12E+17,95.80000305,12.96587849,109.8000031,14.72404194,109.8000031,14.72404194,-14.1099659
0,7.12E+17,96.19999695,13.01628685,129.8000031,17.25016022,129.8000031,17.25016022,-33.8657068
0,7.12E+17,109.8000031,14.72404194,130.1999969,17.26577568,130.1999969,17.26577568,-20.5577275
0,7.12E+17,129.8000031,17.25016022,149.8000031,17.52925491,149.8000031,17.52925491,-20.0019473
0,7.12E+17,214.5500031,28.02000427,254.8500061,24.06435776,254.8500061,24.06435776,-40.4936709
0,4.41E+17,-69.75,3.064528942,,,0
0,4.41E+17,-69.8000031,3.067583561,,,0
0,4.41E+17,-70.1999969,3.082628012,-81.75,3.799705982,-81.75,3.799705982,-11.5722414
0,4.41E+17,-81.75,3.593249083,-82.25,3.821833372,-82.25,3.821833372,-0.54977339
0,4.41E+17,-81.8000031,3.595927715,-96.25,4.438316345,-96.25,4.438316345,-14.4745304
0,4.41E+17,-82.1999969,3.610377789,-109.800003,5.035052299,-109.800003,5.035052299,-27.6367515
0,4.41E+17,-95.75,4.212408543,-110.199997,5.054543495,-110.199997,5.054543495,-14.4745156
0,4.41E+17,-95.8000031,4.21475029,-129.75,6.025823593,-129.75,6.025823593,-33.9982688
0,4.14E+17,-26.0471992,11.54667282,,,0
0,4.14E+17,-37.7757988,17.19144249,,,0
0,4.14E+17,-55.579998,25.74848557,-57.1800003,26.53722572,-57.1800003,26.53722572,-1.78384931
0,4.14E+17,-76.1999969,35.66127777,-121.550003,57.75997925,-121.550003,57.75997925,-50.4477518
0,4.14E+17,-106.099998,49.88987732,-179.75,86.05299377,-179.75,86.05299377,-82.0493371
0,7.52E+17,-59.75,3.657984257,,,0
0,7.52E+17,-59.7999992,3.663160324,,,0
0,7.52E+17,-60.2000008,3.68873024,-70.25,4.743979931,-70.25,4.743979931,-10.105248
0,7.52E+17,-70.1999969,4.307956219,-82.1999969,5.97793293,-82.1999969,5.97793293,-12.1156437
0,7.52E+17,-81.8000031,5.022212029,-95.8000031,7.398443699,-95.8000031,7.398443699,-14.2002281
0,7.52E+17,-82.1999969,5.04780674,-109.75,8.826719284,-109.75,8.826719284,-27.8079638
0,3.02E+17,12.97579956,3.310851574,,,0
0,3.02E+17,27.65509987,7.279932499,,,0
0,3.02E+17,43.42770004,11.5266161,27.95620155,7.354237556,27.95620155,7.354237556,-16.0242319
0,3.02E+17,59.79999924,15.91520691,60.20000076,15.30495167,60.20000076,15.30495167,-0.72966614
0,3.02E+17,97.86000061,26.05653,104.8839951,26.25870895,104.8839951,26.25870895,-7.02690361
0,3.02E+17,98.97999573,26.35161209,121.8499985,30.34161377,121.8499985,30.34161377,-23.2154504
0,3.02E+17,121.5500031,32.35137177,149.5500031,36.90391159,149.5500031,36.90391159,-28.3676862
0,3.02E+17,150.4499969,39.88762283,180.1499939,44.08406448,180.1499939,44.08406448,-29.9949986
0,3.02E+17,180.1499939,47.58667374,215.4499969,52.31581497,215.4499969,52.31581497,-35.6153758
0,1.53E+17,5.467200279,3.154364109,,,0
0,1.53E+17,5.714079857,3.299572468,,,0
0,1.53E+17,12.30550003,7.222395897,12.47509956,7.271154881,12.47509956,7.271154881,-0.17646937
0,1.53E+17,19.70679855,11.57933044,12.58479977,7.352457523,12.58479977,7.352457523,-8.28186702
0,1.53E+17,29.58760071,17.16715813,18.03960037,11.52667713,18.03960037,11.52667713,-12.8519002
0,1.53E+17,46.06000137,25.91199303,37.18000031,26.17017555,37.18000031,26.17017555,-8.88375355
0,1.53E+17,46.72570038,26.249506,49.59200287,36.07193375,49.59200287,36.07193375,-10.2320954
0,5.67E+17,-1.87252009,3.198175669,,,0
0,5.67E+17,-4.12174988,7.274216652,,,0
0,5.67E+17,-6.49670029,11.56878757,-6.49670029,11.56878757,-6.49670029,11.56878757,0
0,5.67E+17,-9.57297993,17.12802505,-9.57297993,17.12802505,-9.57297993,17.12802505,0
0,5.67E+17,-14.5600004,26.02215195,-14.4880009,25.9403038,-14.4880009,25.9403038,-0.10900942
0,5.67E+17,-20.1800003,36.0919342,-20.1800003,36.2879715,-20.1800003,36.2879715,-0.19603729
0,5.67E+17,-28.079998,50.03391266,-27.7200012,49.84183121,-27.7200012,49.84183121,-0.40803551
0,5.67E+17,-37.8279991,66.17472839,-36.7719994,66.03155518,-36.7719994,66.03155518,-1.06566132
0,5.67E+17,-47.7200012,81.59165192,-46.0600014,82.32566071,-46.0600014,82.32566071,-1.8150395
0,3.78E+17,2.761049986,3.144386768,,,0
0,3.78E+17,2.98533988,3.378823519,,,0
0,3.78E+17,6.574669838,7.121812344,6.574669838,7.121812344,6.574669838,7.121812344,0
0,3.78E+17,10.98119926,11.70867538,10.98119926,11.70867538,10.98119926,11.70867538,0
0,3.78E+17,16.18009949,17.10492325,16.18009949,17.10492325,16.18009949,17.10492325,0
0,3.78E+17,16.37669945,17.30868721,16.37669945,17.30868721,16.37669945,17.30868721,0
0,3.78E+17,25.02000046,26.28116417,25.02000046,26.28116417,25.02000046,26.28116417,0
0,3.78E+17,34.07999802,35.61031723,34.37999725,35.97983551,34.37999725,35.97983551,-0.47596565
0,3.78E+17,34.68000031,36.24101257,47.91199875,50.08898163,47.91199875,50.08898163,-19.1533817
0,4.05E+17,-69.75,3.360114574,,,0
0,4.05E+17,-69.8000031,3.363414288,,,0
0,4.05E+17,-70.25,3.386088133,-81.75,4.154141903,-81.75,4.154141903,-11.5256196
0,4.05E+17,-81.75,3.93322134,-95.75,5.084549904,-95.75,5.084549904,-14.0472616
0,4.05E+17,-81.8000031,3.937635899,-96.1999969,5.111189842,-96.1999969,5.111189842,-14.4477352
0,4.05E+17,-82.25,3.960258961,-109.800003,5.897323132,-109.800003,5.897323132,-27.6180174
0,4.05E+17,-95.8000031,4.611712456,-110.199997,5.917672157,-110.199997,5.917672157,-14.4590925
0,4.05E+17,-96.25,4.630057812,-130.199997,6.94192791,-130.199997,6.94192791,-34.0286208
0,3.83E+17,21.01990128,11.64369392,,,0
0,3.83E+17,21.08480072,11.70394611,,,0
0,3.83E+17,26.52560043,17.2009716,27.36639977,17.33481407,27.36639977,17.33481407,-0.85138553
0,3.83E+17,34.65599823,26.00920677,37.65999985,26.5690918,37.65999985,26.5690918,-3.05573182
0,3.83E+17,44.13999939,36.30534744,48.52000046,36.12139511,48.52000046,36.12139511,-4.3838622
0,3.83E+17,57.34000397,50.25470734,64.02000427,49.92298889,64.02000427,49.92298889,-6.68823155
0,3.83E+17,73.32569885,65.95106506,81.80000305,65.93399811,81.80000305,65.93399811,-8.47432139
0,3.83E+17,92.15999603,81.59622955,96.47999573,81.91895294,96.47999573,81.91895294,-4.33203737
0,3.83E+17,92.15999603,82.13681793,122.5500031,96.43882751,122.5500031,96.43882751,-3
0,1.40E+17,-12.1173,3.184471607,,,0
0,1.40E+17,-27.2154999,7.129374027,,,0
0,1.40E+17,-44.1019974,11.53909874,-44.8144989,11.7253933,-44.8144989,11.7253933,-0.73645372
0,1.40E+17,-44.8144989,11.7253933,-60.2000008,15.72737122,-60.2000008,15.72737122,-15.8974682
0,1.40E+17,-60.2000008,15.72737122,-121.849998,31.75368118,-121.849998,31.75368118,-63.6990175
0,1.40E+17,-100.029999,26.0715065,-149.550003,38.89455795,-149.550003,38.89455795,-51.1533134
0,1.40E+17,-121.849998,31.75368118,-180.149994,46.82032394,-180.149994,46.82032394,-60.21539
0,1.40E+17,-149.850006,38.94049454,-214.550003,55.67753983,-214.550003,55.67753983,-66.829771
0,1.40E+17,-180.149994,46.70572281,-214.850006,56.20167923,-214.850006,56.20167923,-35.9758813
0,6.26E+17,-14.9275999,3.251436949,,,0
0,6.26E+17,-33.5683022,7.215928555,,,0
0,6.26E+17,-59.7999992,12.79155827,-60.2000008,12.87671852,-60.2000008,12.87671852,-0.40896637
0,6.26E+17,-60.2000008,12.87671852,-69.8000031,14.91257286,-69.8000031,14.91257286,-9.8134982
0,6.26E+17,-69.8000031,14.90598297,-81.8000031,17.47771835,-81.8000031,17.47771835,-12.2724823
0,6.26E+17,-81.8000031,17.41524506,-149.850006,32.03335571,-149.850006,32.03335571,-69.6023856
0,6.26E+17,-121.849998,25.62948036,-179.850006,38.46603775,-179.850006,38.46603775,-59.4035192
0,6.26E+17,-149.550003,31.27809525,-215.449997,46.12384033,-215.449997,46.12384033,-67.5515014
0,6.26E+17,-179.550003,37.27008438,-255.149994,54.39639282,-255.149994,54.39639282,-77.5156052
0,6.53E+17,4.707360268,3.160307646,,,0
0,6.53E+17,4.913529873,3.283811092,,,0
