filenumber,particle_id,mc_z,mc_r,pred_z,pred_r,reward
0,4.0532568445026304e+17,39.601200103759766,7.174853324890137,0
0,4.0532568445026304e+17,59.79999923706055,10.864510536193848,59.8,10.864511,-0.0
0,4.0532568445026304e+17,69.80000305175781,12.692215919494629,70.2,11.286195,-1.461810692924386
0,4.0532568445026304e+17,81.80000305175781,14.885734558105469,81.8,14.885735,-0.0
0,4.0532568445026304e+17,95.80000305175781,17.44681739807129,95.8,17.595694,-0.14887619018554688
0,4.0532568445026304e+17,149.85000610351562,27.309738159179688,121.55,25.03872,-28.39097920019322
0,2.16172988272214e+17,-6.559159755706787,3.2077407836914062,0
0,2.16172988272214e+17,-13.616900444030762,7.2304277420043945,0
0,2.16172988272214e+17,-21.284500122070312,11.606584548950195,-14.3492,11.498334,-6.936144644513278
0,2.16172988272214e+17,-31.085800170898438,17.203290939331055,-22.1693,17.086168,-8.917269290418298
0,2.16172988272214e+17,-46.47999954223633,26.008060455322266,-28.079998,25.63056,-18.403873581546897
0,2.16172988272214e+17,-64.94000244140625,36.562721252441406,-64.94,36.56272,-0.0
0,2.16172988272214e+17,-87.9000015258789,49.655296325683594,-87.9,49.655296,-0.0
0,5.719656051716915e+17,-14.1048002243042,3.2292544841766357,0
0,5.719656051716915e+17,-30.948598861694336,7.221982479095459,0
0,5.719656051716915e+17,-59.79999923706055,13.979387283325195,-59.8,13.979387,-0.0
0,5.719656051716915e+17,-69.80000305175781,16.318126678466797,-69.8,16.318127,-0.0
0,5.719656051716915e+17,-121.55000305175781,28.382604598999023,-81.8,17.415245,-41.23524554725084
0,5.719656051716915e+17,-149.5500030517578,34.988128662109375,-95.8,17.519503,-56.51739020078983
0,5.719656051716915e+17,-180.14999389648438,42.08000183105469,-121.55,24.90269,-61.065693627889615
0,5.1791512537871155e+17,7.733190059661865,3.3135528564453125,0
0,5.1791512537871155e+17,16.399999618530273,7.215601921081543,0
0,5.1791512537871155e+17,26.328201293945312,11.683577537536621,16.446001,11.492426,-9.884048793202457
0,5.1791512537871155e+17,38.538299560546875,17.172386169433594,16.505299,17.092794,-22.033144703724417
0,5.1791512537871155e+17,59.040000915527344,26.36090660095215,25.7,25.63175,-33.34797264253868
0,5.1791512537871155e+17,81.31999969482422,36.38127899169922,81.32,36.38128,-0.0
0,5.1791512537871155e+17,121.8499984741211,54.58037567138672,121.85,54.580376,-0.0
0,4504561700044800.0,-4.6880998611450195,3.2857654094696045,0
0,4504561700044800.0,-9.512269973754883,7.179083824157715,0
0,4504561700044800.0,-15.092300415039062,11.683091163635254,-11.33,11.500681,-3.76671985722388
0,4504561700044800.0,-21.959699630737305,17.221078872680664,-11.8862,17.10349,-10.074185959277873
0,4504561700044800.0,-32.63999938964844,25.83017921447754,-12.24,25.612011,-20.401166187870857
0,4504561700044800.0,-45.459999084472656,36.183082580566406,-45.46,36.183083,-0.0
0,4504561700044800.0,-63.05999755859375,50.36852264404297,-63.059998,50.368523,-0.0
0,2.9275424802471936e+17,4.3943400382995605,3.144181251525879,0
0,2.9275424802471936e+17,10.636199951171875,7.178057670593262,0
0,2.9275424802471936e+17,17.45479965209961,11.582168579101562,14.5026,11.496295,-2.95344861770751
0,2.9275424802471936e+17,26.26690101623535,17.271574020385742,15.0506,17.081429,-11.21791257905587
0,2.9275424802471936e+17,39.900001525878906,26.08199691772461,15.639999,25.659409,-24.26368241965965
0,2.9275424802471936e+17,55.0,35.810890197753906,55.0,35.81089,-0.0
0,2.9275424802471936e+17,77.02000427246094,49.997230529785156,77.020004,49.99723,-0.0
0,5.899768425852436e+17,3.8307299613952637,3.1765975952148438,0
0,5.899768425852436e+17,7.6083197593688965,7.162492275238037,0
0,5.899768425852436e+17,11.78600025177002,11.573037147521973,11.786,11.573037,-0.0
0,5.899768425852436e+17,17.0625,17.14427375793457,14.1691,17.089447,-2.8939195986765562
0,5.899768425852436e+17,25.700000762939453,26.245147705078125,25.484,25.628485,-0.6533987162634292
0,5.899768425852436e+17,34.560001373291016,35.624412536621094,34.56,35.624413,-0.0
0,5.899768425852436e+17,48.02000045776367,49.81136703491211,48.02,49.811367,-0.0
0,4507997673881600.0,-2.2323098182678223,3.2056937217712402,0
0,4507997673881600.0,-4.278389930725098,7.27448034286499,0
0,4507997673881600.0,-6.480460166931152,11.652802467346191,-6.48046,11.652802,-0.0
0,4507997673881600.0,-9.247499465942383,17.155550003051758,-7.33769,17.098614,-1.9106581080542078
0,4507997673881600.0,-13.539999008178711,25.69403076171875,-7.5699997,25.615192,-5.970519850618517
0,4507997673881600.0,-18.979999542236328,35.88093185424805,-18.98,35.88093,-0.0
0,4507997673881600.0,-25.939998626708984,50.1251220703125,-25.939999,50.125122,-0.0
0,1.9365767019495424e+17,-6.855169773101807,3.3005118370056152,0
0,1.9365767019495424e+17,-14.036099433898926,7.198369026184082,0
0,1.9365767019495424e+17,-21.80109977722168,11.516914367675781,-21.8011,11.516914,-0.0
0,1.9365767019495424e+17,-32.11830139160156,17.188060760498047,-22.0108,17.078625,-10.108094409686197
0,1.9365767019495424e+17,-48.37999725341797,26.118988037109375,-26.1,25.60375,-22.28595366173614
0,1.9365767019495424e+17,-67.13999938964844,35.874053955078125,-67.14,35.874054,-0.0
0,1.9365767019495424e+17,-91.37999725341797,49.73157501220703,-91.38,49.731575,-0.0
0,4.638708303386378e+17,-0.2965629994869232,3.2130348682403564,0
0,4.638708303386378e+17,-0.23468700051307678,7.271664619445801,0
0,4.638708303386378e+17,-0.1784369945526123,11.54629135131836,-0.178437,11.546291,-0.0
0,4.638708303386378e+17,-0.09718739986419678,17.15857696533203,-0.0971874,17.158577,-0.0
0,4.638708303386378e+17,0.06000019982457161,26.13888931274414,0.0600002,26.13889,-0.0
0,4.638708303386378e+17,0.17999999225139618,36.32440948486328,0.17999999,36.32441,-0.0
0,4.638708303386378e+17,0.30000001192092896,49.871368408203125,0.3,49.87137,-0.0
0,3.1976959231655936e+17,3.014970064163208,3.158053159713745,0
0,3.1976959231655936e+17,6.202310085296631,7.232728004455566,0
0,3.1976959231655936e+17,9.668699264526367,11.66063117980957,9.668699,11.660631,-0.0
0,3.1976959231655936e+17,13.974400520324707,17.159650802612305,13.9744005,17.15965,-0.0
0,3.1976959231655936e+17,20.899999618530273,25.998714447021484,14.8,25.617527,-6.111897977120439
0,3.1976959231655936e+17,28.439998626708984,35.60243225097656,28.439999,35.602432,-0.0
0,3.1976959231655936e+17,39.62000274658203,49.912540435791016,39.620003,49.91254,-0.0
0,4521604130275328.0,-5.154069900512695,3.193559169769287,0
0,4521604130275328.0,-10.036799430847168,7.132208824157715,0
0,4521604130275328.0,-16.08810043334961,11.712942123413086,-11.1933,11.499772,-4.899439797904775
0,4521604130275328.0,-23.25899887084961,17.142675399780273,-11.8862,17.10349,-11.372866423992397
0,4521604130275328.0,-34.92000198364258,25.984655380249023,-12.24,25.612011,-22.683063378370598
0,4521604130275328.0,-48.02000045776367,35.89056396484375,-48.02,35.890564,-0.0
0,4521604130275328.0,-66.95999908447266,50.22406768798828,-66.96,50.224068,-0.0
0,4.143333647413412e+17,-7.375669956207275,3.1636593341827393,0
0,4.143333647413412e+17,-16.295499801635742,7.3094377517700195,0
0,4.143333647413412e+17,-25.63409996032715,11.64968490600586,-24.9927,11.504355,-0.6576578332481627
0,4.143333647413412e+17,-37.596397399902344,17.212997436523438,-37.596397,17.212997,-0.0
0,4.143333647413412e+17,-57.81999969482422,25.641653060913086,-48.56,25.630917,-9.26000454570559
0,4.143333647413412e+17,-78.65999603271484,36.31972122192383,-78.659996,36.31972,-0.0
0,4.143333647413412e+17,-121.55000305175781,56.2103385925293,-121.55,56.21034,-0.0
0,1.9365863226762854e+17,-18.13520050048828,3.20371675491333,0
0,1.9365863226762854e+17,-39.7681999206543,7.215241432189941,0
0,1.9365863226762854e+17,-60.20000076293945,11.005900382995605,-60.2,11.0059,-0.0
0,1.9365863226762854e+17,-70.19999694824219,12.861557006835938,-70.2,12.861557,-0.0
0,1.9365863226762854e+17,-82.19999694824219,15.089563369750977,-81.8,15.037336,-0.4033891159542792
0,1.9365863226762854e+17,-179.85000610351562,33.18484115600586,-96.2,15.399969,-85.51973869050326
0,1.9365863226762854e+17,-215.14999389648438,39.80014419555664,-109.8,16.711473,-107.85039307804868
0,1.396139249106944e+17,2.7397301197052,3.19748592376709,0
0,1.396139249106944e+17,6.054379940032959,7.133420467376709,0
0,1.396139249106944e+17,9.805459976196289,11.590214729309082,6.7766294,11.4963665,-3.0302841218109298
0,1.396139249106944e+17,14.507000923156738,17.18245506286621,6.8073096,17.0993,-7.700140307061632
0,1.396139249106944e+17,22.219999313354492,26.378210067749023,7.0,25.629364,-15.238410334126659
0,1.396139249106944e+17,30.0,35.621612548828125,30.0,35.621613,-0.0
0,1.396139249106944e+17,41.97999954223633,49.88737487792969,41.98,49.887375,-0.0
0,3.017466038724854e+17,5.164780139923096,3.1911377906799316,0
0,3.017466038724854e+17,10.69950008392334,7.177386283874512,0
0,3.017466038724854e+17,16.75079917907715,11.530489921569824,14.5026,11.496295,-2.2484594991445603
0,3.017466038724854e+17,24.66230010986328,17.21902084350586,15.0506,17.081429,-9.61268483047117
0,3.017466038724854e+17,37.42000198364258,26.3933048248291,15.639999,25.659409,-21.79236372466783
0,3.017466038724854e+17,50.23999786376953,35.620811462402344,50.239998,35.62081,-0.0
0,3.017466038724854e+17,69.68000030517578,49.56938934326172,69.68,49.56939,-0.0
0,5.17918904949932e+17,0.931145966053009,3.200310230255127,0
0,5.17918904949932e+17,1.6138499975204468,7.130524635314941,0
0,5.17918904949932e+17,2.384860038757324,11.562694549560547,2.38486,11.562695,-0.0
0,5.17918904949932e+17,3.3559601306915283,17.187828063964844,3.3559601,17.187828,-0.0
0,5.17918904949932e+17,4.859999656677246,26.2376651763916,4.8599997,26.237665,-0.0
0,5.17918904949932e+17,6.5199995040893555,35.68590545654297,6.5199995,35.685905,-0.0
0,5.17918904949932e+17,8.920000076293945,49.572044372558594,8.92,49.572044,-0.0
0,3.512808396543754e+17,5.4270501136779785,3.205343723297119,0
0,3.512808396543754e+17,12.449299812316895,7.191600799560547,0
0,3.512808396543754e+17,20.233501434326172,11.608773231506348,14.625999,11.490957,-5.608739528598772
0,3.512808396543754e+17,29.91619873046875,17.101001739501953,18.0046,17.086624,-11.911606882619234
0,3.512808396543754e+17,45.63999938964844,26.010631561279297,26.34,25.60162,-19.304332706324477
0,3.512808396543754e+17,63.47999954223633,36.11393737792969,63.48,36.113937,-0.0
0,3.512808396543754e+17,87.72000122070312,49.85128402709961,87.72,49.851284,-0.0
0,4.773823164155167e+17,1.854140043258667,3.248263120651245,0
0,4.773823164155167e+17,4.088190078735352,7.199153900146484,0
0,4.773823164155167e+17,6.556960105895996,11.560484886169434,4.3147597,11.494123,-2.243182194763789
0,4.773823164155167e+17,9.802450180053711,17.275279998779297,4.5735197,17.084332,-5.232415811011715
0,4.773823164155167e+17,14.600000381469727,25.746835708618164,6.46,25.609776,-8.141154161311249
0,4.773823164155167e+17,20.420000076293945,36.04031753540039,20.42,36.040318,-0.0
0,4.773823164155167e+17,28.3799991607666,49.9640998840332,28.38,49.9641,-0.0
0,1.3961186332639232e+17,-15.33910083770752,3.195781946182251,0
0,1.3961186332639232e+17,-32.347900390625,7.169956207275391,0
0,1.3961186332639232e+17,-59.79999923706055,13.23627758026123,-59.8,13.236278,-0.0
0,1.3961186332639232e+17,-70.19999694824219,15.532780647277832,-70.2,15.532781,-0.0
0,1.3961186332639232e+17,-121.8499984741211,26.947973251342773,-82.2,17.357391,-40.793404884444286
0,1.3961186332639232e+17,-149.85000610351562,33.07842254638672,-149.85,33.078423,-0.0
0,1.3961186332639232e+17,-180.4499969482422,39.864891052246094,-180.45,39.86489,-0.0
0,5.7196395590424986e+17,-7.903489589691162,3.150747776031494,0
0,5.7196395590424986e+17,-18.09440040588379,7.256749153137207,0
0,5.7196395590424986e+17,-28.97170066833496,11.64275074005127,-24.6801,11.515366,-4.293491314859859
0,5.7196395590424986e+17,-42.79540252685547,17.216142654418945,-42.795403,17.216143,-0.0
0,5.7196395590424986e+17,-66.13999938964844,25.94333267211914,-49.85,25.627981,-16.29305301003265
0,5.7196395590424986e+17,-89.22000122070312,35.91086196899414,-89.22,35.910862,-0.0
0,5.7196395590424986e+17,-122.1500015258789,49.10023880004883,-122.15,49.10024,-0.0
0,7.070740750291436e+17,-9.067480087280273,3.1439833641052246,0
0,7.070740750291436e+17,-19.388999938964844,7.182981014251709,0
0,7.070740750291436e+17,-31.401500701904297,11.59957504272461,-31.4015,11.599575,-0.0
0,7.070740750291436e+17,-47.00080108642578,17.334136962890625,-47.0008,17.334137,-0.0
0,7.070740750291436e+17,-70.75999450683594,26.0606632232666,-49.04,25.641947,-21.72402920859283
0,7.070740750291436e+17,-98.74000549316406,36.04320526123047,-121.85,25.75531,-25.29649310241083
0,7.070740750291436e+17,-122.1500015258789,44.934303283691406,-122.15,44.934303,-0.0
0,2.927457268096041e+17,16.486900329589844,3.209468126296997,0
0,2.927457268096041e+17,37.541297912597656,7.189324378967285,0
0,2.927457268096041e+17,60.20000076293945,11.46826457977295,59.8,7.308108,-4.179342677090969
0,2.927457268096041e+17,70.19999694824219,13.36070728302002,69.75,7.4362016,-5.9415709343893806
0,2.927457268096041e+17,82.19999694824219,15.632347106933594,81.75,7.6244164,-8.020564334269482
0,2.927457268096041e+17,149.5500030517578,28.380550384521484,95.75,7.7617784,-57.615745143052486
0,2.927457268096041e+17,179.5500030517578,34.02301025390625,109.75,8.111561,-74.45430570297346
0,2.4770437041671373e+17,-23.84939956665039,3.1580052375793457,0
0,2.4770437041671373e+17,-60.20000076293945,7.880936622619629,0
0,2.4770437041671373e+17,-70.19999694824219,9.247638702392578,-70.2,9.247639,-0.0
0,2.4770437041671373e+17,-82.19999694824219,10.771097183227539,-81.75,9.369275,-1.472277971667302
0,2.4770437041671373e+17,-96.19999694824219,12.61009693145752,-96.2,12.610097,-0.0
0,2.4770437041671373e+17,-110.19999694824219,14.50597858428955,-110.2,14.505979,-0.0
0,2.4770437041671373e+17,-130.1999969482422,17.138545989990234,-130.2,17.138546,-0.0
0,3.332682278512886e+17,-19.415699005126953,3.1987929344177246,0
0,3.332682278512886e+17,-44.60449981689453,7.236372947692871,0
0,3.332682278512886e+17,-59.75,9.666265487670898,-59.8,7.519568,-2.1472797142604825
0,3.332682278512886e+17,-70.19999694824219,11.278440475463867,-69.8,7.6267104,-3.6735714982220395
0,3.332682278512886e+17,-81.80000305175781,13.20354175567627,-81.8,13.203542,-0.0
0,3.332682278512886e+17,-96.19999694824219,15.449760437011719,-95.8,13.370354,-2.1175286303694265
0,3.332682278512886e+17,-149.5500030517578,24.071046829223633,-109.8,14.357503,-40.91962163730255
0,7.070785417951314e+17,-5.979769706726074,3.196216106414795,0
0,7.070785417951314e+17,-12.670099258422852,7.118110656738281,0
0,7.070785417951314e+17,-20.78260040283203,11.617103576660156,-20.7826,11.617104,-0.0
0,7.070785417951314e+17,-30.81599998474121,17.1850528717041,-23.237,17.078144,-7.579754459163638
0,7.070785417951314e+17,-46.15999984741211,25.703161239624023,-26.7,25.602753,-19.46025812381245
0,7.070785417951314e+17,-65.58000183105469,35.895668029785156,-65.58,35.895668,-0.0
0,7.070785417951314e+17,-89.34000396728516,49.6710205078125,-89.340004,49.67102,-0.0
0,4504561700044800.0,-4.6880998611450195,3.2857654094696045,0
0,4504561700044800.0,-9.512269973754883,7.179083824157715,0
0,4504561700044800.0,-15.092300415039062,11.683091163635254,-11.33,11.500681,-3.76671985722388
0,4504561700044800.0,-21.959699630737305,17.221078872680664,-11.8862,17.10349,-10.074185959277873
0,4504561700044800.0,-32.63999938964844,25.83017921447754,-12.24,25.612011,-20.401166187870857
0,4504561700044800.0,-45.459999084472656,36.183082580566406,-45.46,36.183083,-0.0
0,4504561700044800.0,-63.05999755859375,50.36852264404297,-63.059998,50.368523,-0.0
0,1.9365767019495424e+17,-6.855169773101807,3.3005118370056152,0
0,1.9365767019495424e+17,-14.036099433898926,7.198369026184082,0
0,1.9365767019495424e+17,-21.80109977722168,11.516914367675781,-21.8011,11.516914,-0.0
0,1.9365767019495424e+17,-32.11830139160156,17.188060760498047,-22.0108,17.078625,-10.108094409686197
0,1.9365767019495424e+17,-48.37999725341797,26.118988037109375,-26.1,25.60375,-22.28595366173614
0,1.9365767019495424e+17,-67.13999938964844,35.874053955078125,-67.14,35.874054,-0.0
0,1.9365767019495424e+17,-91.37999725341797,49.73157501220703,-91.38,49.731575,-0.0
0,1.9365767019495424e+17,-6.855169773101807,3.3005118370056152,0
0,1.9365767019495424e+17,-14.036099433898926,7.198369026184082,0
0,1.9365767019495424e+17,-21.80109977722168,11.516914367675781,-21.8011,11.516914,-0.0
0,1.9365767019495424e+17,-32.11830139160156,17.188060760498047,-22.0108,17.078625,-10.108094409686197
0,1.9365767019495424e+17,-48.37999725341797,26.118988037109375,-26.1,25.60375,-22.28595366173614
0,1.9365767019495424e+17,-67.13999938964844,35.874053955078125,-67.14,35.874054,-0.0
0,1.9365767019495424e+17,-91.37999725341797,49.73157501220703,-91.38,49.731575,-0.0
0,4504492980568064.0,-4.099890232086182,3.2268834114074707,0
0,4504492980568064.0,-8.523059844970703,7.1136155128479,0
0,4504492980568064.0,-13.053500175476074,11.527289390563965,-13.0535,11.527289,-0.0
0,4504492980568064.0,-19.1737003326416,17.20569610595703,-13.2603,17.085987,-5.914612201654113
0,4504492980568064.0,-28.560001373291016,25.90897560119629,-13.719999,25.659475,-14.842099296459876
0,4504492980568064.0,-39.939998626708984,35.88239288330078,-39.94,35.882393,-0.0
0,4504492980568064.0,-54.20000076293945,49.701175689697266,-54.2,49.701176,-0.0
0,4521604130275328.0,-5.154069900512695,3.193559169769287,0
0,4521604130275328.0,-10.036799430847168,7.132208824157715,0
0,4521604130275328.0,-16.08810043334961,11.712942123413086,-11.1933,11.499772,-4.899439797904775
0,4521604130275328.0,-23.25899887084961,17.142675399780273,-11.8862,17.10349,-11.372866423992397
0,4521604130275328.0,-34.92000198364258,25.984655380249023,-12.24,25.612011,-22.683063378370598
0,4521604130275328.0,-48.02000045776367,35.89056396484375,-48.02,35.890564,-0.0
0,4521604130275328.0,-66.95999908447266,50.22406768798828,-66.96,50.224068,-0.0
0,4505248894812160.0,-0.5103129744529724,3.1956751346588135,0
0,4505248894812160.0,-0.3696880042552948,7.222768306732178,0
0,4505248894812160.0,-0.22016200423240662,11.5553617477417,0.97578603,11.497683,-1.1973381262893896
0,4505248894812160.0,-0.02968749962747097,17.111236572265625,-0.0296875,17.111237,-0.0
0,4505248894812160.0,0.30000001192092896,26.38773536682129,0.3,26.387735,-0.0
0,4505248894812160.0,0.6599999666213989,36.1561393737793,0.65999997,36.15614,-0.0
0,4505248894812160.0,1.1399999856948853,50.2510871887207,1.14,50.251087,-0.0
0,3.01742274545451e+17,10.37190055847168,3.193453073501587,0
0,3.01742274545451e+17,22.435298919677734,7.189721584320068,0
0,3.01742274545451e+17,35.698001861572266,11.582168579101562,29.870998,11.500692,-5.827573072675436
0,3.01742274545451e+17,79.04000091552734,25.932165145874023,59.8,12.362476,-23.543876457260666
0,3.01742274545451e+17,122.44999694824219,40.354190826416016,69.8,12.4659195,-59.580009526478094
0,3.01742274545451e+17,150.4499969482422,49.58928298950195,81.8,12.806253,-77.88332893068387
0,3.01742274545451e+17,179.5500030517578,59.28813934326172,95.8,13.0000305,-95.69039407724439
0,6.935583283447071e+17,2.7742700576782227,3.1772117614746094,0
0,6.935583283447071e+17,5.512869834899902,7.111093044281006,0
0,6.935583283447071e+17,8.63484001159668,11.59495735168457,5.71195,11.493782,-2.9246407444712177
0,6.935583283447071e+17,12.545999526977539,17.211559295654297,5.7987,17.088467,-6.748422382559732
0,6.935583283447071e+17,18.739999771118164,26.081180572509766,5.92,25.61352,-12.828526762507
0,6.935583283447071e+17,25.579999923706055,35.914939880371094,25.58,35.91494,-0.0
0,6.935583283447071e+17,35.15999984741211,49.60002899169922,35.16,49.60003,-0.0
0,8.016442383652618e+17,0.8451840281486511,3.1454691886901855,0
0,8.016442383652618e+17,1.919219970703125,7.169020175933838,0
0,8.016442383652618e+17,3.0996499061584473,11.587808609008789,2.99651,11.491406,-0.1411779456620685
0,8.016442383652618e+17,4.573519706726074,17.084331512451172,4.5735197,17.084332,-0.0
0,8.016442383652618e+17,7.0,26.016876220703125,6.46,25.609776,-0.6762624641470786
0,8.016442383652618e+17,9.579999923706055,35.74139404296875,9.58,35.741394,-0.0
